id_file;pedido;id_agencia;agencia;id_client_file;id_estado;estado;proceso;proceso_habilitado;motivo;id_cliente_sugerido;nombre_cliente_sugerido;fuente_sugerencia;nota_nd
1005;9892;4;AUDI CENTER GALERIAS;817;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
1018;9894;4;AUDI CENTER GALERIAS;6753;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
1102;9898;4;AUDI CENTER GALERIAS;906;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
1076;9902;4;AUDI CENTER GALERIAS;6751;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7381;1896524;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7381;1896524;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7408;1898110;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7408;1898110;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7412;1898111;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7412;1898111;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7413;1898112;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7413;1898112;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7414;1898113;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7414;1898113;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7415;1898116;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7415;1898116;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7417;1898118;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7417;1898118;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7418;1898119;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7418;1898119;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7419;1898121;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7419;1898121;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7420;1898122;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7420;1898122;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7421;1898123;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7421;1898123;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7422;1900022;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7422;1900022;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7423;1900025;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7423;1900025;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7424;1900041;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7424;1900041;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7425;1900130;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7425;1900130;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7427;1900180;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7427;1900180;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7861;1918831;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7861;1918831;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7865;1918838;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7865;1918838;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7850;1919118;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7850;1919118;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7866;1919125;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7866;1919125;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7851;1919127;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7851;1919127;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7852;1919150;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7852;1919150;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7863;1919162;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7863;1919162;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7853;1919200;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7853;1919200;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7854;1919203;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7854;1919203;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7855;1919226;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7855;1919226;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7860;1919230;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7860;1919230;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7856;1919313;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7856;1919313;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7857;1919314;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7857;1919314;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7858;1919315;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7858;1919315;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7859;1919317;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7859;1919317;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7864;1919811;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7864;1919811;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7849;1921502;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
7849;1921502;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8899;1940401;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8899;1940401;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8970;2028060;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8970;2028060;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8971;2028585;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8971;2028585;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8975;2028601;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8975;2028601;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8972;2028602;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8972;2028602;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8973;2028604;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8973;2028604;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8974;2028624;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8974;2028624;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8976;2028628;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8976;2028628;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8978;2028629;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8978;2028629;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8980;2028641;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8980;2028641;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8981;2028661;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
8981;2028661;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9077;2028664;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9077;2028664;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9071;2028700;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9071;2028700;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9072;2028709;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9072;2028709;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9073;2028718;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9073;2028718;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9074;2028722;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9074;2028722;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9075;2028990;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9075;2028990;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9076;2029020;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9076;2029020;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9078;2029022;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9078;2029022;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9079;2029024;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9079;2029024;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9080;2029060;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9080;2029060;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9081;2029182;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9081;2029182;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9082;2029186;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9082;2029186;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9083;2029188;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9083;2029188;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9084;2029191;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9084;2029191;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9085;2029193;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9085;2029193;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9086;2029196;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9086;2029196;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9087;2029200;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9087;2029200;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9088;2029224;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9088;2029224;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9089;2029226;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9089;2029226;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9090;2029277;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9090;2029277;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
9440;2044392;5;RENAULT;6753;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
10397;2072081;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
10397;2072081;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
10398;2072101;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
10398;2072101;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
10396;2082351;5;RENAULT;4464;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
10447;2093514;5;RENAULT;5098;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
10696;2111775;5;RENAULT;4464;2;Liquidación;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
12779;2387860;5;RENAULT;6753;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
12780;2387863;5;RENAULT;6753;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
12781;2387865;5;RENAULT;6753;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13046;2541183;5;RENAULT;4464;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13052;2547272;5;RENAULT;3020;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13052;2547272;5;RENAULT;3020;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13176;2550005;5;RENAULT;4219;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13328;2635833;5;RENAULT;3020;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13328;2635833;5;RENAULT;3020;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
14225;2660439;5;RENAULT;3020;2;Liquidación;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
14225;2660439;5;RENAULT;3020;2;Liquidación;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13828;2664260;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13828;2664260;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13916;2666767;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
13916;2666767;5;RENAULT;3020;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
14830;2714741;5;RENAULT;11881;6;Liberado por Excepción;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);11883;JOSE ISRAEL RAMIREZ HARO;otro_File_mismo_pedido;
15040;2727531;5;RENAULT;4219;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15425;2743184;5;RENAULT;12353;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15419;2746939;5;RENAULT;12348;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15408;2748912;5;RENAULT;12337;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15405;2749006;5;RENAULT;12334;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15404;2749652;5;RENAULT;12333;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15412;2749941;5;RENAULT;12342;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15407;2750536;5;RENAULT;12336;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15401;2750593;5;RENAULT;12331;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15410;2750695;5;RENAULT;12339;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15409;2751141;5;RENAULT;12338;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15406;2751558;5;RENAULT;12335;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15413;2752710;5;RENAULT;12343;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15418;2752742;5;RENAULT;12347;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15415;2753420;5;RENAULT;12345;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15449;2754683;5;RENAULT;12358;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15502;2755068;5;RENAULT;12427;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15426;2755381;5;RENAULT;12354;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15423;2755760;5;RENAULT;12351;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15465;2755951;5;RENAULT;12392;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15456;2756171;5;RENAULT;12383;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15472;2756207;5;RENAULT;12400;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15468;2756537;5;RENAULT;12396;1;Integración;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15461;2756838;5;RENAULT;12388;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15454;2756840;5;RENAULT;12378;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15498;2756907;5;RENAULT;12422;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15496;2756941;5;RENAULT;12422;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15459;2758962;5;RENAULT;12384;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15469;2759367;5;RENAULT;12397;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15463;2759444;5;RENAULT;12390;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15781;2759698;5;RENAULT;2063;3;Liberación;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15470;2759898;5;RENAULT;12398;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15505;2760044;5;RENAULT;12430;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15488;2760045;5;RENAULT;12414;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15471;2760654;5;RENAULT;12399;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15490;2760858;5;RENAULT;12416;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15473;2760871;5;RENAULT;12401;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
15503;2761341;5;RENAULT;12428;4;Liberado;AUTOS NUEVOS;1;Sin Client_Total_Relation (cliente-agencia);;;sin_sugerencia;
